sample_num,"Permeability, nD","Porosity, fraction",r100,r99,r98,r97,r96,r95,r94,r93,r92,r91,r90,r89,r88,r87,r86,r85,r84,r83,r82,r81,r80,r79,r78,r77,r76,r75,r74,r73,r72,r71,r70,r69,r68,r67,r66,r65,r64,r63,r62,r61,r60,r59,r58,r57,r56,r55,r54,r53,r52,r51,r50,r49,r48,r47,r46,r45,r44,r43,r42,r41,r40,r39,r38,r37,r36,r35,r34,r33,r32,r31,r30,r29,r28,r27,r26,r25,r24,r23,r22,r21,r20,r19,r18,r17,r16,r15,r14,r13,r12,r11,r10,r9,r8,r7,r6,r5,r4,r3,r2,r1
170,460000,0.062,2.038587641,13.35005001,16.92532227,19.15570716,19.93165933,21.04740072,21.96955093,22.67699828,23.48901999,24.29261645,24.51061818,24.52843634,24.55997413,24.70761741,24.7755547,24.84349199,24.91244924,24.97524629,24.97524629,25.01794909,25.05148606,25.16750561,25.52217483,25.52217483,25.66957138,25.87632508,26.12654554,26.52019141,26.80968214,27.03472061,27.14208306,27.19635079,27.73436263,28.09868893,28.22905363,28.27846271,28.43893277,28.69964239,29.05087879,29.29574491,29.42710083,30.01107462,30.414321,30.57150669,30.72951382,31.1374165,31.1921139,31.47414505,31.84865889,32.13779856,32.26259946,32.458601,32.703145,32.9361789,33.15574801,33.59676661,33.9341036,34.06876113,34.4287877,35.46937027,35.86656941,36.19459789,36.70186471,37.31017221,37.66600662,38.29219315,38.72395323,39.02716372,39.31529794,39.74634737,40.07726986,40.59024808,41.14578388,41.39299613,42.64126942,42.85345911,43.38658574,44.74304574,45.1956295,45.64821326,47.16474699,48.85206599,49.35235063,49.85263527,53.03406562,55.44406301,56.54088823,58.66345795,63.9515314,74.21822896,183.2217568,3321.566223,4000.349941,4194.317831,5206.780347,8886.765864,30760.85372,59152.0913,108441.8577,162979.3828
121,67000,0.0019,36.41550215,36.51048374,36.60546533,36.70044692,36.79542851,36.8904101,36.98539169,37.08037328,37.17535487,37.27033646,37.36531805,37.46029964,37.55528123,37.65026282,37.74524441,37.84022601,37.9352076,38.03018919,38.12517078,38.19268364,38.23545368,38.27822373,38.32099377,38.36376381,38.40653385,38.4493039,38.49207394,38.53484398,38.57761402,38.62038407,38.66315411,38.70592415,38.74869419,38.79146424,40.00365924,41.27284788,42.54203652,43.81122516,45.08041379,46.14488822,46.79567674,47.44646526,48.09725379,48.74804231,49.04616684,49.13404939,49.22193194,49.30981448,49.39769703,49.48557957,49.57346212,49.66134467,49.74922721,49.83710976,50.08661316,50.3595845,50.63255584,50.90552718,51.17849852,51.45146986,51.72444121,51.99741255,52.27038389,52.54335523,52.81632657,53.08929791,53.36226925,53.63524059,53.90821193,54.18118328,54.45415462,54.72712596,55.0000973,55.34511029,55.69469456,56.04427883,56.47287962,56.90503331,57.337187,57.76934068,58.20149437,58.63364806,59.06580175,59.49795544,59.93010912,63.10924508,70.85130731,78.59336954,82.86615704,86.32820791,89.42493345,92.52165898,95.94850619,102.7337066,109.518907,116.3041073,128.2859948,140.6349702,153.7765542,313.1842077
125,59000,0.0283,38.14470646,38.23659588,38.32848531,38.35828826,38.35828826,38.37396867,38.43417548,38.49438229,39.03775772,39.64426672,40.05406263,40.18719875,40.32033487,40.33515138,40.33515138,40.80125025,42.21816061,43.63507097,45.02489422,46.40963555,47.68961393,48.71393723,49.73826054,50.54814691,51.28118117,51.85684072,51.85684072,51.85684072,52.20499339,52.68338294,53.13205387,53.5041098,53.87616574,54.03709844,54.16701791,54.37517346,54.64788116,54.91977473,55.18989748,55.4550892,55.58551667,55.71594414,56.04199688,56.471176,56.90765472,57.35269828,57.80261157,58.26347003,58.66561288,58.82453657,58.97587199,59.07580151,59.16856829,59.23902047,59.2931671,59.2931671,59.49105153,60.23635527,60.77362304,60.90487166,61.07510608,61.28596603,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.31324432,61.32191599,61.43267238,61.51932791,61.57054573,61.57054573,62.17560002,62.69805414,62.69805414,63.17032791,63.92937284,64.42848671,64.70507795,67.12489052,76.55527503,78.59206074,79.63745925,81.23972319,83.11194493,87.06531768,90.56025746,100.2429377,117.2045318,177.5499026
123,38000,0.0089,36.81789881,38.2730927,39.7282866,41.18348049,41.94448238,42.0665353,42.18858821,42.31064112,42.43269403,42.55474695,42.67679986,42.79885277,42.92090568,43.0429586,43.16501151,43.28706442,43.40911733,43.53117025,43.65322316,43.77527607,43.89732899,45.30586042,46.94037769,48.28215861,48.71182035,49.09578406,49.47974777,49.86371149,50.2476752,50.63163892,51.01560263,51.39956634,51.78353006,52.16749377,52.55145748,52.9354212,53.1450392,53.15610492,53.16717064,53.17823636,53.18930208,53.2003678,53.21143352,53.22249924,53.23356496,53.24463068,53.2556964,53.3918542,53.6395841,53.887314,54.1350439,54.3827738,54.6305037,54.8782336,55.1259635,55.36625663,55.59314066,55.82002469,56.04690871,56.27379274,56.50334581,56.88775604,57.27216627,57.6565765,58.04098673,58.42539695,58.80980718,59.19421741,59.52334256,59.82675251,60.13016246,60.4335724,60.73698235,62.41395151,64.31727324,66.22059496,67.8866778,69.05298963,70.21930146,71.3856133,72.65241606,73.92850159,75.20458711,76.48067264,77.90147269,80.09122312,82.28097355,84.47072398,86.66047441,88.80756338,90.84148761,92.87541184,94.90933607,96.50929639,97.75319432,98.99709226,103.2230188,119.9842884,193.6758993,288.6379891
16,6000,0.078,1.769617399,2.432428478,2.867314172,3.15603332,3.445760976,3.748025338,4.020470332,4.318653703,4.711644222,5.067278067,5.430561196,5.804538441,6.346648629,6.83005786,7.20113377,7.538693853,7.961196786,8.502259431,9.101860185,9.592451251,9.975473217,10.40576908,10.84346775,11.39737929,11.87353824,12.24889067,12.63704205,13.04424705,13.45145205,14.19411221,14.94152324,15.57817823,16.20323561,16.87649811,17.61060945,18.19271874,18.52431098,18.85590323,19.59777975,20.38578602,21.17379229,22.20822743,23.42450648,24.64937818,25.95414366,27.25890913,28.60667111,30.09323731,31.57980351,33.00070143,34.2965614,35.59242138,36.68827128,37.54212844,38.39598561,39.61268942,41.11341734,42.61414527,44.20858611,46.05519281,47.90179951,49.7484062,51.49489471,53.2377833,54.9806719,57.00619099,59.167243,61.32829501,63.31740378,65.05145076,66.78549774,68.65242975,71.5542399,74.45605005,77.35786021,80.11438671,82.84012056,85.56585441,87.61548831,89.08158612,90.54768393,92.1851272,94.34041528,96.49570336,98.99351059,102.061902,105.1302935,108.5940522,112.4762561,116.3584601,121.4219274,126.4909959,129.9778453,133.295692,140.4483979,148.9909342,160.2171479,168.5256015,172.9077912,184.5112277
124,38000,0.0027,43.04387999,43.72611875,44.40835751,45.00306004,45.00770356,45.01234709,45.01699061,45.02163413,45.02627766,45.03092118,45.0355647,45.04020822,45.04485175,45.04949527,45.1226161,45.67771183,46.23280755,46.78790328,47.34299901,47.70549544,47.89794924,48.09040305,48.28285686,48.47531066,48.66776447,48.86021828,49.05267208,49.24512589,49.4375797,49.6300335,49.82248731,50.01494112,50.20739492,50.39984873,50.59230254,50.78475634,50.97721015,51.06759198,51.07125781,51.07492363,51.07858945,51.08225528,51.0859211,51.08958692,51.09325274,51.09691857,51.10058439,51.10425021,51.17806295,51.25808661,51.33811026,51.41813392,51.49815758,51.57818124,51.70932723,51.87414905,52.03897087,52.20379269,52.3686145,52.53343632,52.69825814,52.86307996,53.02790178,53.19272359,53.35754541,53.52236723,53.68718905,53.85201087,54.01683268,54.36868682,73.50203701,74.52628278,75.55052855,76.57477431,77.59902008,78.62326585,79.38335467,79.96236817,80.54138166,81.12039516,81.69940866,82.27842215,82.85743565,83.43644914,85.1491228,88.19620895,91.2432951,94.29038125,97.3374674,100.3845535,102.3707239,104.2508026,106.1308814,108.0109601,110.3905223,113.484462,116.5784016,159.6599048,401.5852296,1673.662339
169,7440000,0.01,2.038587641,13.35005001,16.92532227,19.15570716,19.93165933,21.21042646,22.72058493,24.11668198,24.88952108,25.4633758,26.30038476,27.24697557,28.12654415,28.76274328,29.69971658,30.30796331,30.73986602,31.17744694,31.62210534,31.92147002,32.55776838,33.45178135,34.27115611,34.36405709,35.06834229,35.81050961,36.26592146,36.48689143,37.17872618,37.82860165,38.03054288,38.21050451,38.44510695,38.78893181,39.220009,39.220009,39.55430414,39.84379099,40.09217466,40.89370327,41.82393479,42.23405869,42.90099199,44.36656715,44.61856215,44.66374002,45.29476279,46.1742398,46.30510526,46.46918853,47.55435787,48.35603897,48.47307428,49.16382359,50.24866973,50.67975439,51.0294562,52.03810963,52.93069129,53.59582115,54.52941286,55.54349969,55.8587147,56.33059901,57.95112849,59.83099936,61.23890292,61.89124593,63.11301347,63.38122492,63.84164649,65.41590825,67.80794213,70.13848292,70.76278219,73.5527574,76.53774647,78.58930161,82.10342594,85.45293174,88.2537565,93.48763661,99.26526399,104.5018527,111.1209977,118.7351901,123.5120621,129.8718994,140.3801037,148.3095661,155.9519386,167.2129792,177.665761,187.3506281,208.2512089,289.7066452,2034.073729,7258.687841,60534.87864,126892.4525
140,2467251,0.079439,2.21108355,9.289860154,11.86841715,13.80734006,15.32851972,16.51495188,17.71912546,18.88519834,19.92742346,20.83139299,21.7393748,22.49133434,23.36538325,24.38775743,25.08914869,25.83487415,26.84082193,27.26868375,28.26213283,29.01870819,29.52852744,30.24602043,30.89623887,31.63948428,32.1563844,33.11887553,33.8430872,34.11891656,34.6482278,35.13849613,36.19568357,36.75344936,37.57047492,37.83064196,38.18098215,39.12542443,39.66224109,40.2716656,40.70325123,41.37949892,42.46792181,42.75958907,43.4383295,43.8456655,44.2696765,45.07323901,46.48854403,47.04508229,47.27223072,47.48848631,48.99757432,49.78123746,50.66705181,51.06668505,52.2611149,52.76031719,53.69727898,54.68252318,55.45323584,56.54355613,57.91438664,59.08661903,59.24400197,60.74877589,61.72759078,63.32486848,65.05884723,65.83416132,67.32621288,68.94268722,70.33474423,72.29221338,74.33503952,76.03537959,77.47324504,80.39327195,81.89767315,84.18532746,87.56788598,89.43734726,92.29963607,95.3601952,98.22815305,101.9761893,104.5509076,108.960123,113.583482,117.5393814,122.0233393,127.6965089,133.5382592,142.038139,149.6146507,159.4061202,170.2976619,184.889733,205.5462628,227.6721378,260.3837695,307.1039483
120,294000,0.067,39.53012764,40.46690321,41.40367878,42.34045435,43.27722992,43.89067086,44.22178269,44.55289452,44.88400635,45.21511818,45.54623001,45.87734185,46.10814182,46.24169341,46.375245,46.50879659,46.64234818,46.77423598,46.90063502,47.02703406,47.1534331,47.27983215,47.40623119,47.53263023,48.35490912,49.30574958,50.25659004,51.2074305,51.99551664,52.30578107,52.61604549,52.92630992,53.37997325,54.11301086,54.84604847,55.5839636,56.40928426,57.23460492,58.05992558,58.88524624,59.18031523,59.47050272,59.76069021,60.0508777,60.34106519,60.63125268,61.00497574,61.48903874,61.97310173,62.45716473,62.94122773,63.42529072,63.964476,64.5263648,65.0882536,65.65014239,66.21203119,67.77667192,70.55728138,73.33789083,76.11850029,78.45667192,79.13823975,79.81980758,80.50137541,81.18294324,81.86451107,82.38092588,82.77929729,83.17766869,83.5760401,83.87932829,84.08584399,84.29235969,84.4988754,84.7053911,84.88886425,85.03503139,85.18119853,85.32736568,86.34641204,87.5730774,88.79974276,88.89286418,88.91320166,94.08435049,101.9900637,108.9750017,112.4491658,115.9233299,117.5241857,118.4646439,122.0857764,129.247264,145.0994991,171.4917917,194.2661943,213.3851701,230.4085939,282.8307266
51,336,0.01,1.86908465,6.497468142,6.820523118,7.500160954,8.427135567,9.269542601,10.05854991,10.76320759,11.46645506,12.01135583,12.53627657,13.12941051,13.74050339,14.35159626,15.1915992,16.10247214,16.88427884,17.49837625,18.11247366,18.70263252,19.17868552,19.65473853,20.13079154,20.68005647,21.32050345,21.96095043,22.60139741,23.24184438,23.90700409,24.57890644,25.2508088,25.92271116,26.53074935,27.09472924,27.65870914,28.22268903,28.86823701,29.92839926,30.98856151,32.04872376,33.07583128,33.9739538,34.87207632,35.77019884,36.66832136,37.56644388,38.75885691,40.00525623,41.25165556,42.49805488,43.59282176,44.47680214,45.36078252,46.2447629,47.12874328,48.59478641,50.24673926,51.89869211,53.55064496,54.96629174,56.19957492,57.4328581,58.66614128,60.21068155,62.28485196,64.35902238,66.43319279,68.72264875,72.01551013,75.30837151,78.38261927,80.2048621,82.02710494,84.24928084,89.41815344,94.58702603,99.38023841,103.3931928,107.4061472,116.2398059,125.0951472,132.5001273,139.744508,150.0822596,161.1725554,177.7890182,190.6723028,200.161224,221.1323255,245.6012519,267.8393116,287.1398375,318.45778,354.3646558,390.7061446,424.792259,456.6390987,490.9746764,551.6704212,652.5615647
8,9.5,0.025,3.199471236,4.021756257,4.215274139,4.356628616,4.621044778,4.870824253,5.060782746,5.533167391,5.693157185,5.853146978,6.072371491,6.329081056,6.45382547,6.771664585,7.028214037,7.260992431,7.509159603,7.755202115,7.974500097,8.216789886,8.54018158,8.863573274,9.186964968,9.581531484,9.942809239,10.20531702,10.55386882,11.01353222,11.63998013,12.10086692,12.90535482,14.32749729,15.03672364,16.71247978,18.18523706,19.53202339,20.6897285,23.14231482,25.41014132,27.55407145,29.19900617,30.03220124,30.8653963,31.76567298,32.80124456,33.6500738,34.49511493,36.50856388,39.35629852,40.13452539,40.91275226,41.96278906,43.38013655,44.79748405,46.0622602,46.88502276,47.70778532,48.53054788,49.52696574,50.85698456,52.18700339,53.45648329,54.61078094,55.76507859,56.91937624,58.07367389,59.11378762,60.00629179,60.89879597,61.88111262,62.94767241,64.01423219,65.08079198,66.36752469,67.8806734,69.39382211,71.68397257,74.14310034,76.77861326,79.81593227,82.42310987,84.63131201,86.83951415,93.08862633,99.18210638,105.2755864,108.4045066,121.6940236,136.4966463,197.7266874,4178.503354,4314.419036,4450.334719,4586.250402,4722.166084,4858.081767,4993.99745,5129.913133,5265.828815,5401.744498
117,110000,0.04,1.73564263,8.734580497,13.69925708,16.59730181,19.27761951,21.70854776,23.48479994,25.26105213,26.77320529,27.99071713,29.20822898,30.42574082,31.64325267,32.86076451,34.07827636,35.2957882,36.39319726,37.31329326,38.23338926,39.15348526,40.07358126,40.99367726,41.91377326,42.83386926,42.50304023,43.06165865,43.66063269,44.25960673,44.85858077,45.45755482,46.05652886,46.6555029,47.25447694,47.85345098,48.45242503,49.05139907,49.65037311,50.24934715,50.84832119,51.44729524,52.04626928,52.64524332,53.24421736,53.84319141,54.44216545,55.04113949,55.73199914,56.60246431,57.47292947,58.34339464,59.2138598,60.08432497,60.95479013,61.82525529,62.69572046,63.56618562,64.43665079,65.30711595,66.17758112,67.04804628,67.91851145,68.78897661,69.65944178,70.52990694,71.40037211,72.43687455,74.12473299,75.81259142,77.50044986,79.1883083,80.87616673,82.56402517,84.2518836,87.04156933,91.84722604,96.65288275,101.4585395,106.2641962,111.0698529,115.8755096,120.6811663,125.486823,130.2924797,135.0981364,142.2124138,156.8653725,171.5183312,186.17129,200.8242487,223.2103622,255.0169933,286.8236245,343.0910281,416.5127867,489.9345453,654.5035219,933.3957328,1344.297588,1966.029488,2948.094933
46,72156,0.15,11.96881182,13.06549413,14.16217643,15.25885874,16.39927585,17.58339348,18.76751112,19.89380398,20.90692261,21.92004125,22.93315988,23.87902995,24.76686653,25.65470311,26.54253969,27.43037627,28.31821285,29.05838623,29.76786839,30.47735054,31.1868327,31.89631485,32.605797,33.46496398,34.48745611,35.50994824,36.53244037,37.5549325,38.57742463,39.59991676,40.79447194,42.1633781,43.53228425,44.90119041,46.27009656,47.63900272,49.05281836,50.71813247,52.38344658,54.04876068,55.71407479,57.3793889,59.04470301,60.50511326,61.91630735,63.32750143,64.73869552,66.14988961,67.56108369,68.97227778,70.38347187,71.79466595,73.20586004,74.61964884,76.29395614,77.96826343,79.64257073,81.31687803,82.99118533,84.66549262,86.33979992,88.01410722,89.68841452,91.36272182,93.03702911,95.03357182,97.26628015,99.49898849,101.7316968,103.9644052,106.1971135,108.4298218,110.6625302,112.9054429,115.1699021,117.4343613,119.6988204,121.9632796,124.2277387,126.4921979,128.7566571,131.0211162,133.2855754,135.5500346,137.8144937,140.0789529,142.1610971,144.1295623,146.0980275,148.0664926,150.0349578,152.003423,153.9718882,155.9403533,157.9088185,159.8772837,161.8457489,163.814214,165.7826792,167.7511444
130,130000,0.0641,70.30842415,70.67933911,71.05025408,71.42116904,71.792084,72.16299896,72.53391393,72.90482889,73.27574385,73.64665881,74.01757378,74.38848874,74.7594037,75.13031866,75.50123363,75.87214859,76.24306355,76.61397851,76.98489347,77.35580844,77.7267234,78.09763836,78.46855332,78.83946829,79.21038325,79.58129821,79.95221317,80.32312814,80.6940431,81.07802205,81.64935779,82.22069352,82.79202926,83.36336499,83.93470073,84.50603646,85.07737219,85.64870793,86.22004366,86.7913794,87.36271513,87.95090511,88.57833249,89.20575987,89.83318724,90.46061462,91.088042,91.71546938,92.34289675,92.97032413,93.59775151,94.22517889,94.85260626,95.4773135,96.10082562,96.72433774,97.34784985,97.97136197,98.59487409,99.21838621,99.84189832,100.4654104,101.0889226,101.9940189,103.0323237,104.0706284,105.1089332,106.147238,107.1855428,108.2238475,109.2621523,110.3004571,111.3387619,112.3770666,113.4411395,114.8317948,116.2224501,117.6131054,119.0037607,120.394416,121.7850713,123.7246409,127.4325248,131.1404087,134.8482925,138.5561764,142.2640603,145.9719442,149.6798281,153.2532611,156.6601856,160.0671101,163.4740345,166.880959,170.2878835,173.694808,345.314066,709.8834308,332669.7844,4903849.764
158,1392,0.052,5.694627048,6.443578211,6.532150274,6.620722337,6.678865336,6.734186216,6.768448652,6.788936543,6.894962912,7.057697694,7.383776908,8.171401778,9.349344518,10.04523793,10.4872939,11.10394286,11.81080894,12.35798305,12.97932812,13.53541452,14.02871006,14.64990304,15.16354303,15.49406452,15.69975077,16.16539873,16.75004963,17.78727978,18.87099846,20.12287151,21.19242688,21.78524638,22.30040617,22.88804271,24.16855816,25.43963495,26.66054251,27.88145007,28.97279707,30.04964032,31.22192007,32.41801492,33.22876904,33.92186392,34.40628775,35.21035347,37.91659965,49.88035482,65.96296605,74.73459391,87.83065777,93.17307774,95.84463788,98.45702344,101.9930852,103.6379544,105.5722047,107.8914763,109.2129706,109.942,111.5025505,113.5278773,115.3257621,116.8553752,118.3849883,119.5746935,120.7534967,121.8303823,122.6633443,123.4963062,124.2110734,124.7285592,125.246045,125.8952917,127.1280645,128.3608373,129.5936101,131.3794664,133.3061122,135.2327581,137.0899845,138.7089886,140.3279927,141.9469968,142.9174239,143.8159103,144.7143966,145.703798,146.7098545,147.7862992,149.7571515,151.7280038,153.9414962,156.2958572,158.629408,160.9440838,164.7918078,169.4509443,175.3727532,188.6820105
76,272000,0.124,1.819407518,9.899685744,12.41770878,16.18464922,19.11669034,22.91391565,27.80031801,31.8730661,35.94938552,40.05797504,43.03118826,45.81527327,49.10809256,52.40091185,54.32988464,56.15982152,57.9897584,59.8577557,61.7412586,63.62476151,65.50826441,66.91875221,68.02767063,69.13658906,70.24550748,71.3544259,72.50347203,74.40553333,76.30759462,78.20965592,80.11171721,82.01377851,83.9158398,85.30801187,86.110082,86.91215213,87.71422226,88.51629239,89.31836252,90.12043265,90.92250277,91.7245729,92.52664303,93.49795329,94.62708334,95.7562134,96.88534345,98.01447351,99.14360356,100.2727336,101.4018637,102.5309937,103.6601238,104.7892538,106.0893328,107.5314476,108.9735624,110.4156772,111.857792,113.2999067,114.7420215,116.1841363,117.6262511,119.0683659,120.5104806,121.9525954,123.3947102,124.6553665,125.875847,127.0963276,128.3168082,129.5372888,130.7577693,131.9782499,133.1987305,134.419211,136.074069,138.6901403,141.3062117,143.922283,146.5383544,149.1544257,151.7704971,154.3865685,156.8998015,159.2646118,161.6294221,163.9942325,166.3590428,168.7238531,171.6524529,176.1495009,180.6465488,185.1435968,195.9981282,208.9589801,221.9198319,239.0116407,262.7639389,302.5523024
139,130585,0.098754,1.851718936,6.830009594,10.40589508,13.31997899,15.54193884,18.08367583,20.71384213,22.63470618,24.5710427,27.12685417,29.91513739,31.95455241,34.02046329,36.80873304,39.44599312,41.62539962,43.79173144,45.78749095,48.72862821,50.96151128,53.32797846,55.7097607,57.9610857,59.68706956,61.92868555,64.24470445,66.01479157,68.51159624,70.74404577,73.25965629,75.72594346,77.90137714,81.50802182,83.62067127,87.27370343,89.25341093,90.12179027,92.08293913,93.45522704,96.80985653,99.9059289,101.7767625,102.1410692,103.0727448,105.4746393,106.5156549,109.0189131,109.7198841,111.9830464,113.7276637,113.8335443,116.1927887,117.2088897,119.8354441,121.0874061,121.4110923,122.5877329,124.0097082,126.5370219,128.3038188,128.923425,130.4432457,132.0735158,132.8539236,135.4514716,137.2744271,139.0078297,140.6945709,142.235004,142.5293841,143.3231512,146.519947,148.5576227,151.4584831,153.3991449,154.6241485,157.984009,160.7453523,162.1785853,165.214857,168.1997414,170.6739296,175.485887,178.6251882,180.9611671,185.5494967,190.308641,196.0235184,203.473777,211.1498948,220.32511,230.2599384,242.1637281,257.4637283,276.8444314,301.0661441,331.1213769,366.3370544,418.8234228,491.7000804
47,4400000,0.185,21.84894564,23.41696563,25.24012015,27.29995938,28.57510022,29.85024106,30.69882459,31.17517338,31.7675428,32.68429021,33.60103762,34.74687919,36.17076007,37.59464095,38.90152044,40.18650742,41.45451599,42.6664205,43.878325,45.20879346,46.61136316,48.00916004,48.99920951,49.98925897,51.07512206,52.30453835,53.53395465,54.61034481,55.65464461,56.76933935,57.88403409,58.99872883,60.17162569,61.46482244,62.7580192,64.05121595,65.04389868,65.87458024,66.73376956,68.32031491,69.90686026,71.4588066,72.96427078,74.46973495,75.99715189,77.52953581,79.27500165,81.8509477,84.42689376,86.16342606,86.92832312,87.69322018,89.5267666,91.38021976,93.32366706,95.42003929,97.51641153,100.1733863,103.008007,105.8080861,108.4106448,111.0132034,113.8295005,116.8293912,119.8292819,123.5399886,127.3064965,131.0961985,134.9358938,138.7755891,142.9908529,147.3621756,151.8817613,157.7952199,163.7086786,168.127314,172.4715122,177.8336979,184.5177541,191.2018103,197.4484162,203.6385665,211.0963769,223.1783901,233.8293507,240.9286458,248.4848467,261.7932975,275.1017482,290.2583963,306.4014288,324.3211096,345.5553121,369.5435589,400.6554524,449.1477652,559.7042184,750.6104327,1580.832108,6141.384555
141,132540,0.086085672,2.146002718,7.81565405,12.61523229,15.34203661,17.81603965,19.50895689,21.56463217,23.86615963,26.46208783,28.34199112,30.30143157,32.7194572,34.96750111,37.62341893,39.8976651,42.18908757,44.40242842,46.92741981,49.38324807,51.97169609,54.20897752,56.71542861,58.17635633,59.71961249,62.73549048,64.02666084,65.86397925,68.07253493,71.11136528,73.45806645,75.98623097,78.31851475,80.99247618,81.24612859,83.5233188,86.18727256,88.63737341,91.62253105,93.24863413,95.75154059,98.83714017,101.2613818,102.4132104,102.9374172,104.5150769,106.1483225,109.4490176,112.0443461,114.953848,116.0136389,116.6315059,117.6282264,120.60541,124.3995135,126.0310674,127.6655659,129.1710328,130.3579708,130.4567472,132.7197177,132.9096793,139.1226357,141.1718211,144.4730139,145.6601491,148.2507683,149.1545708,151.4860914,152.5847724,156.5482763,157.7266359,159.0343047,160.6588854,164.6173259,165.901622,166.3971012,169.9873712,173.6381439,175.3816374,177.8888811,181.4111887,184.6350661,187.998432,192.4389703,194.2308168,200.6678393,204.4768059,212.1704199,217.5854741,223.8135864,231.0019665,239.5757993,247.7005647,257.6867709,273.2553134,287.4374079,310.3867487,338.951326,382.9042131,491.4361704
137,2080000,0.299,1.661,13.84973907,29.53436924,42.54928043,52.13777525,55.98257821,60.291517,63.53545484,65.56832561,68.20008703,66.03964384,67.94187233,70.40640498,72.16436177,74.06173358,74.50095067,74.88554245,76.92269726,78.38167828,79.54174472,78.01442212,76.31331636,79.07034078,81.47451665,82.4568145,83.71594814,86.26905716,88.7315101,89.57669499,90.42187988,92.40313813,94.73470925,96.53247238,97.27239866,98.01232493,100.1601808,103.0949555,106.0297302,107.0914964,107.8369679,108.5824394,110.8505857,113.1595517,115.4685177,118.401707,121.3400404,124.2783738,128.2567382,132.3193593,136.3819805,139.0649746,141.3541716,143.6433686,145.3412598,146.7026831,148.0641065,148.4369558,148.1083537,147.7797516,149.0646722,151.0480231,153.0313739,154.1710827,154.9751262,155.8740142,157.3799021,158.8857899,160.5635881,162.580103,164.5966179,165.2165234,165.0914396,165.8185421,167.8372601,169.855978,172.7272628,175.6747338,178.2987007,180.6645078,182.9796723,185.2195174,186.7946891,187.2943931,189.3827788,193.3056788,195.6883156,197.7992905,199.7870061,201.7265642,203.5575302,205.8763021,210.1982725,217.5978163,225.8076995,223.2185126,240.1537551,248.5172827,253.3630473,268.969859,315.8062991
92,2400,0.0488,1.8,2.886638485,3.604493307,4.351758072,5.442897991,6.023849486,6.427964958,7.345476718,8.151204945,8.612429633,9.19263641,10.40734268,11.39811515,12.41641865,13.63514253,14.36465453,15.12381654,15.91874164,17.4638912,18.48998433,19.77740492,21.14833472,22.43037045,24.24882575,25.4488825,26.58928553,27.6599781,28.65191507,29.97922122,31.15198327,31.89086781,32.56806076,33.31727864,34.36556004,35.19815862,35.8466188,36.28923059,36.62324226,37.22477183,37.90770946,38.78963877,39.48982425,39.89900807,40.31347517,40.77416387,41.91005562,42.60005221,43.14276217,43.67680576,44.4883097,45.30542299,46.14538861,46.87489511,47.36113038,48.10011013,48.98471644,49.97821608,50.97063002,51.50065538,52.16493362,53.03303425,53.77403994,54.22154043,54.69363162,55.2616082,56.07448854,57.10780655,58.03999109,58.91565096,59.86917817,60.97629679,62.24861154,63.72152813,64.488171,65.91896908,67.97309102,70.3821509,73.31026938,76.79651488,81.089099,87.35221229,96.71815732,108.5283768,133.9837673,203.2784282,370.2307915,2469.594592,4487.450842,7881.153769,12231.74263,19707.98213,28471.02481,40296.95639,51481.57788,63159.07684,75836.479,90370.02266,106878.0568,123694.0432,142355.2056
182,325000,0.0741,59.24783718,60.44547247,61.91394778,64.16328396,66.41262014,67.85760998,69.02768036,70.38806339,72.46562422,74.54318504,75.36741372,76.02288231,76.6783509,78.14187604,80.20199766,82.15408312,83.60501703,85.05595094,86.44355581,87.7957993,89.17838857,91.00107278,92.82375699,94.43338261,95.88235603,97.37124553,99.95117529,102.5311051,104.4879647,105.8127707,107.1375766,107.7515659,108.3379468,108.9005387,109.4317947,109.9630508,111.1337982,112.3750476,113.7935272,115.5171098,117.2406925,118.8787986,120.4997331,121.7482289,122.5403408,123.3324526,124.4929602,125.7652468,127.0234809,128.2357968,129.4481127,130.7479955,132.0851021,133.428098,134.8000897,136.1720815,137.5029472,138.8102685,140.1314936,141.573385,143.0152764,144.3582664,145.6267775,146.9045869,148.4171857,149.9297844,151.6307324,153.5161483,155.4015641,158.321943,161.2726967,164.3629925,167.6581407,170.953289,174.4761256,178.0245971,181.4936045,184.8225924,188.1515803,191.8432119,195.6111703,199.4775732,203.5854129,207.6932526,213.4623396,219.7766775,228.3519954,239.9947985,251.6376017,264.6127043,278.2614162,292.2885405,309.2041518,326.1197632,349.1149284,376.775219,422.4740852,486.1522046,584.9984748,6117.596036
